elapsed, window, total, successful, failed
10.000481, 10.000481, 1249, 1249, 0
20.001508, 10.001027, 1810, 1810, 0
30.001521, 10.000013, 1925, 1925, 0
40.001471, 9.99995, 1815, 1815, 0
50.001515, 10.000044, 1791, 1791, 0
60.001524, 10.000009, 1630, 1630, 0
70.002527, 10.001003, 1690, 1690, 0
80.005562, 10.003035, 1517, 1517, 0
90.004525, 9.998963, 1816, 1816, 0
100.00353, 9.999005, 1878, 1878, 0
110.004526, 10.000996, 1499, 1499, 0
120.003684, 9.999158, 1655, 1655, 0
130.003576, 9.999892, 1654, 1654, 0
140.004532, 10.000956, 1585, 1585, 0
150.003477, 9.998945, 1392, 1392, 0
160.001561, 9.998084, 1771, 1771, 0
170.001469, 9.999908, 1709, 1709, 0
180.001631, 10.000162, 1549, 1549, 0
190.001651, 10.00002, 1467, 1467, 0
200.001518, 9.999867, 1567, 1567, 0
210.001471, 9.999953, 1428, 1428, 0
220.001477, 10.000006, 1483, 1483, 0
230.001516, 10.000039, 1534, 1534, 0
240.002493, 10.000977, 1528, 1528, 0
250.001501, 9.999008, 1205, 1205, 0
260.001559, 10.000058, 1625, 1625, 0
270.001471, 9.999912, 1485, 1485, 0
280.001472, 10.000001, 1606, 1606, 0
290.001721, 10.000249, 1422, 1422, 0
300.001467, 9.999746, 1506, 1506, 0
301.01766, 1.016193, 156, 156, 0
